"ancestor_concept_id","descendant_concept_id","min_levels_of_separation","max_levels_of_separation"
4301351,2109444,4,8
4301351,2109445,4,8
4301471,4276944,2,2
4302537,4260818,5,9
4302537,36717630,5,7
4302537,36713393,5,7
4302537,4224161,5,8
4302537,194421,4,6
4302537,4317964,5,8
4303951,4058381,2,2
4304916,36717630,4,5
4304916,36713393,4,5
4304916,4224161,4,6
4304916,194421,3,4
4304916,4317964,4,6
4304916,4260818,4,7
4304932,2109444,1,2
4304932,2109445,1,2
4304932,2109446,1,2
4305331,2109446,0,1
4305331,2109444,0,1
4305331,2109445,0,1
4307585,4307585,0,0
4308719,2109444,0,1
4308719,2109445,0,1
4308719,2109446,0,1
4309188,36717630,5,5
4309188,4224161,5,6
4309188,36713393,5,5
4309188,194421,4,4
4309188,4260818,5,7
4309188,4317964,5,6
4309433,2109446,1,2
4309433,2109444,1,2
4309433,2109445,1,2
4316083,4146995,1,1
4316083,139882,2,2
4317258,139882,3,3
4317258,4146995,2,2
4317964,4317964,0,0
4322976,2109444,4,10
4322976,2109445,4,10
4322976,2109446,4,10
4326426,2109445,3,6
4326426,2109446,3,6
4326426,2109444,3,6
4338843,4051345,1,1
4344265,4200841,1,1
4344497,4200841,2,2
4344497,4182703,2,2
4344497,37119080,2,2
4344497,4019817,2,2
4344497,4222798,2,2
4344497,197033,1,1
4344497,4072148,1,1
4344497,4146995,2,2
4344497,4195507,2,2
4344497,37110261,2,2
4344497,37110262,1,1
4344497,139882,3,3
4344497,4272614,2,2
36675054,2109446,5,8
36675054,2109444,5,8
36675054,2109445,5,8
36713393,36713393,0,0
36713394,4051345,2,2
36713394,4176409,1,1
36713394,36713394,0,0
36717630,36717630,0,0
37018424,4146995,2,2
37018424,139882,3,3
37110208,200461,2,2
37110208,4189364,3,3
37110208,37209399,3,3
37110208,4195507,1,1
37110208,194420,2,2
37110208,37209188,4,4
37110208,4211992,2,2
37110208,4003678,1,1
37110208,4307585,2,2
37110208,4127413,3,3
37110208,4034015,3,5
37110208,4222798,1,1
37110208,199881,2,2
37110208,37117191,3,3
37110208,37209400,3,3
37110208,4058381,3,3
37110208,4200841,3,3
37110208,4019817,1,1
37110208,4182703,1,1
37110261,37110261,0,0
37110262,37110262,0,0
37117191,37117191,0,0
37119080,37119080,0,0
37209188,37209188,0,0
37209383,37209188,2,2
37209383,37209400,1,1
37209384,37209188,2,2
37209384,37209399,1,1
37209399,37209399,0,0
37209399,37209188,1,1
37209400,37209400,0,0
37209400,37209188,1,1
37311677,36717630,5,5
37311677,197033,4,4
37311677,4272614,5,5
37311677,4019817,4,5
37311677,37110262,3,3
37311677,4034015,4,7
37311677,36713393,5,5
37311677,4307585,5,6
37311677,37209400,4,7
37311677,4260818,5,7
37311677,4127413,4,7
37311677,37209188,5,8
37311677,4189364,4,7
37311677,37119080,5,5
37311677,4195507,3,5
37311677,200461,3,6
37311677,37209399,4,7
37311677,4003678,5,6
37311677,194420,4,7
37311677,4276944,3,6
37311677,4224161,5,6
37311677,4211992,3,6
37311677,199881,3,6
37311677,37110261,5,5
37311677,37117191,4,7
37311677,194421,4,4
37311677,4058381,4,8
37311677,4317964,4,6
37311677,4200841,4,7
37311677,4072148,4,4
37311677,4132140,3,3
37311677,4182703,3,5
37311677,4222798,3,5
37311678,4182703,4,6
37311678,37117191,5,8
37311678,4260818,6,8
37311678,4019817,4,6
37311678,4058381,5,9
37311678,4132140,4,4
37311678,4224161,6,7
37311678,4276944,4,7
37311678,194421,5,5
37311678,37110261,6,6
37311678,4222798,4,6
37311678,4200841,5,8
37311678,4072148,4,5
37311678,4195507,4,6
37311678,4211992,4,7
37311678,36713393,6,6
37311678,194420,5,8
37311678,36717630,6,6
37311678,37119080,6,6
37311678,4034015,5,8
37311678,4127413,5,8
37311678,37209188,6,9
37311678,4307585,5,7
37311678,4272614,6,6
37311678,200461,4,7
37311678,4189364,5,8
37311678,37209399,5,8
37311678,4003678,4,7
37311678,37110262,4,4
37311678,197033,5,5
37311678,4317964,5,7
37311678,37209400,5,8
37311678,199881,4,7
38003620,38003620,0,0
38004207,8883,1,1
38004353,8850,1,1
38004353,8668,1,1
40481998,4034015,3,3
40486024,4034015,3,3
42898160,8546,1,1
43531053,37209188,5,6
43531053,37119080,4,4
43531053,194420,3,5
43531053,37110261,4,4
43531053,4003678,4,4
43531053,4127413,4,5
43531053,4307585,4,4
43531053,4034015,4,5
43531053,37117191,4,5
43531053,4211992,3,4
43531053,4317964,3,4
43531053,4195507,2,4
43531053,4019817,3,4
43531053,37209400,4,5
43531053,197033,3,3
43531053,199881,3,4
43531053,4200841,3,5
43531053,4058381,4,6
43531053,4276944,3,3
43531053,4222798,2,4
43531053,4132140,2,2
43531053,4189364,4,5
43531053,37209399,4,5
43531053,4272614,4,4
43531053,4182703,2,4
43531053,200461,3,4
43531054,200461,2,2
43531054,4317964,2,3
43531054,37117191,3,3
43531054,37209188,4,4
43531054,37119080,3,3
43531054,37209399,3,3
43531054,37209400,3,3
43531054,199881,2,2
43531054,4019817,3,3
43531054,197033,2,2
43531054,4058381,3,4
43531054,4272614,3,3
43531054,4034015,3,3
43531054,4189364,3,3
43531054,4127413,3,3
43531054,194420,2,3
43531054,4195507,3,3
43531054,37110261,3,3
43531054,4211992,2,2
43531054,4200841,2,3
43531054,4276944,2,2
43531054,4182703,3,3
43531054,4222798,3,3
43531054,4132140,1,1
43531055,4307585,3,3
43531056,4176409,3,3
43531056,36713394,2,2
43531056,4051345,4,4
43531057,4051345,4,5
43531057,36713394,3,3
43531057,4176409,4,4
43531058,4272614,5,5
43531058,37209399,4,6
43531058,4195507,5,5
43531058,4189364,4,6
43531058,36717630,5,5
43531058,194420,4,6
43531058,37110261,5,5
43531058,37119080,5,5
43531058,194421,4,4
43531058,4127413,4,6
43531058,36713393,5,5
43531058,200461,3,5
43531058,37209188,5,7
43531058,4034015,4,7
43531058,4211992,3,3
43531058,4317964,4,6
43531058,4072148,3,4
43531058,4182703,5,5
43531058,37110262,3,3
43531058,4058381,4,7
43531058,4200841,4,4
43531058,4019817,5,5
43531058,4224161,5,6
43531058,197033,4,4
43531058,37117191,4,6
43531058,4276944,3,5
43531058,4260818,5,7
43531058,4222798,5,5
43531058,37209400,4,6
43531058,199881,3,5
43531059,4132140,3,3
43531059,194420,4,6
43531059,4195507,3,5
43531059,4276944,4,5
43531059,4222798,3,5
43531059,4211992,4,5
43531059,37110261,5,5
43531059,4182703,3,5
43531059,4200841,4,6
43531059,4058381,5,7
43531059,200461,4,5
43531059,37209400,5,6
43531059,37119080,5,5
43531059,4317964,4,5
43531059,37209188,6,7
43531059,199881,4,5
43531059,4019817,4,5
43531059,4003678,4,5
43531059,4307585,4,5
43531059,37117191,5,6
43531059,197033,4,4
43531059,4272614,5,5
43531059,37209399,5,6
43531059,4189364,5,6
43531059,4127413,4,6
43531059,4034015,5,7
43531060,37209188,5,6
43531060,4132140,2,2
43531060,4200841,3,4
43531060,4127413,4,5
43531060,4034015,4,6
43531060,4276944,3,4
43531060,200461,3,4
43531060,4189364,4,5
43531060,4272614,4,4
43531060,37119080,4,4
43531060,4222798,4,4
43531060,37209399,4,5
43531060,4182703,4,4
43531060,37110261,4,4
43531060,197033,3,3
43531060,4317964,3,4
43531060,199881,3,4
43531060,37209400,4,5
43531060,37117191,4,5
43531060,4019817,4,4
43531060,4195507,4,4
43531060,4211992,3,3
43531060,194420,3,5
43531060,4058381,4,6
44784102,37209399,4,4
44784102,4127413,3,4
44784102,4034015,4,5
44784102,4189364,4,4
44784102,200461,3,3
44784102,37209188,5,5
44784102,37209400,4,4
44784102,194420,4,4
44784102,4276944,3,3
44784102,4058381,4,5
44784102,37117191,4,4
44784102,199881,3,3
45763613,4260818,1,1
45763639,4307585,2,2
45770990,4034015,2,2
45887797,2109444,1,1
45887797,2109445,1,1
45887797,2109446,1,1
45888067,2109446,2,2
45888067,2109445,2,2
45888067,2109444,2,2
45888085,2109444,5,5
45888085,2109446,5,5
45888085,2109445,5,5
45888353,2109446,4,4
45888353,2109445,4,4
45888353,2109444,4,4
45889197,2109446,6,6
45889197,2109444,6,6
45889197,2109445,6,6
45889721,2109445,3,3
45889721,2109446,3,3
45889721,2109444,3,3
46273429,194420,1,1
46273430,4058381,1,1
